Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 09/08  15:00:00,476498425.74833,476498425.74833,16333452.1397597,96660690.5880898,167093070.352576 
 09/08  16:00:00,484702207.498234,484702207.498234,19394281.0552958,96660690.5880898,177537174.74818 
 09/08  17:00:00,350946506.067493,350946506.067493,13093662.4274332,53858838.3284596,140923939.573165 
 09/08  18:00:00,234265110.363934,234265110.363934,8766033.0359787,35986484.7563948,69106004.4057846 
 09/08  19:00:00,256907193.884959,256907193.884959,8690376.39648876,40954241.7640594,59822356.0541363 
 09/08  20:00:00,231767635.475564,231767635.475564,5268862.79424431,27302827.8427063,59822356.0541363 
 09/08  21:00:00,215031454.856406,215031454.856406,7992409.74758139,27302827.8427063,55180531.8783121 
 09/08  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/08  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/08  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/09  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  06:00:00,97172196.2690215,97172196.2690215,4597200.,12743419.361813,55180531.8783121 
 09/09  07:00:00,134989805.492832,134989805.492832,4597200.,10875804.644156,73747828.5816088 
 09/09  08:00:00,194982948.123804,194982948.123804,4597200.,32220230.1960299,85222049.4632748 
 09/09  09:00:00,231372444.100493,231372444.100493,4597200.,32220230.1960299,93345241.7709671 
 09/09  10:00:00,247414861.898535,247414861.898535,4597200.,32220230.1960299,89863873.6390989 
 09/09  11:00:00,252710370.900667,252710370.900667,4597200.,32220230.1960299,97987065.9467912 
 09/09  12:00:00,213460846.633536,213460846.633536,4597200.,16110115.098015,72652542.3166 
 09/09  13:00:00,205214505.956806,205214505.956806,9613949.21365394,16110115.098015,63368893.9649517 
 09/09  14:00:00,200924778.441835,200924778.441835,7849622.47670385,16110115.098015,57566613.7451715 
 09/09  15:00:00,196212550.12148,196212550.12148,8668627.54178774,16110115.098015,52924789.5693473 
 09/09  16:00:00,200171455.252552,200171455.252552,4597200.,16110115.098015,54085245.6133033 
 09/09  17:00:00,154542690.160356,154542690.160356,4597200.,5378400.56163959,48348135.1724704 
 09/09  18:00:00,81415223.3717393,81415223.3717393,4597200.,5713356.34655079,41385398.9087341 
 09/09  19:00:00,71353602.6198475,71353602.6198475,4597200.,7915463.67251137,33399901.5013581 
 09/09  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/09  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  06:00:00,63374379.0390061,63374379.0390061,4597200.,6388618.38959557,41385398.9087341 
 09/10  07:00:00,47816769.5311214,47816769.5311214,4597200.,5410755.52412455,41385398.9087341 
 09/10  08:00:00,105686291.248159,105686291.248159,4597200.,5370038.36600498,41385398.9087341 
 09/10  09:00:00,121095733.052395,121095733.052395,4597200.,5370038.36600498,41385398.9087341 
 09/10  10:00:00,98855560.1879966,98855560.1879966,4597200.,5370038.36600498,41385398.9087341 
 09/10  11:00:00,126296563.005747,126296563.005747,4597200.,5370038.36600498,41385398.9087341 
 09/10  12:00:00,132235365.359959,132235365.359959,4597200.,5370038.36600498,41385398.9087341 
 09/10  13:00:00,106781975.721942,106781975.721942,4597200.,5370038.36600498,41385398.9087341 
 09/10  14:00:00,133305037.134544,133305037.134544,4597200.,5370038.36600498,41385398.9087341 
 09/10  15:00:00,83732750.7759993,83732750.7759993,4597200.,5370038.36600498,41385398.9087341 
 09/10  16:00:00,56503598.4204505,56503598.4204505,4597200.,5376310.01273094,41385398.9087341 
 09/10  17:00:00,47958713.957639,47958713.957639,4597200.,5552695.4943382,41385398.9087341 
 09/10  18:00:00,41687579.5426106,41687579.5426106,4597200.,7407784.08153938,33399901.5013581 
 09/10  19:00:00,71353760.8475966,71353760.8475966,4597200.,7915463.67251137,33399901.5013581 
 09/10  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/10  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/11  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/11  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/11  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/11  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/11  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/11  06:00:00,103529563.307677,103529563.307677,4597200.,12790445.4727474,55180531.8783121 
 09/11  07:00:00,177006018.258128,177006018.258128,4597200.,32489618.0860895,95796493.4167736 
 09/11  08:00:00,419658373.348212,419658373.348212,4597200.,96660690.5880898,204227663.759169 
 09/11  09:00:00,427262490.119947,427262490.119947,4597200.,96660690.5880898,174055806.616312 
 09/11  10:00:00,455720401.278472,455720401.278472,4597200.,96660690.5880898,167093070.352576 
 09/11  11:00:00,476859153.838793,476859153.838793,13669459.4636725,96660690.5880898,174055806.616312 
 09/11  12:00:00,479006031.884765,479006031.884765,23399278.1705934,96660690.5880898,177667514.306075 
 09/11  13:00:00,496710792.647156,496710792.647156,23337601.6189809,96660690.5880898,179858086.836092 
 09/11  14:00:00,485511105.772117,485511105.772117,17842356.553738,96660690.5880898,167093070.352576 
 09/11  15:00:00,490151117.256319,490151117.256319,13276912.628863,96660690.5880898,167093070.352576 
 09/11  16:00:00,491503362.216833,491503362.216833,18012916.1230127,96660690.5880898,177537174.74818 
 09/11  17:00:00,350148561.331006,350148561.331006,13276581.0320461,53825816.5945689,140923939.573165 
 09/11  18:00:00,216598364.880557,216598364.880557,12966647.7614219,35364995.4844666,69106004.4057846 
 09/11  19:00:00,239048643.508113,239048643.508113,4597200.,40954241.7640594,59822356.0541363 
 09/11  20:00:00,215469474.516656,215469474.516656,8705181.41210835,27302827.8427063,59822356.0541363 
 09/11  21:00:00,201317983.559534,201317983.559534,4597200.,27302827.8427063,55180531.8783121 
 09/11  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/11  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/11  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/12  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/12  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/12  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/12  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/12  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/12  06:00:00,136030144.390448,136030144.390448,4597200.,13473514.3336997,55180531.8783121 
 09/12  07:00:00,187832795.599784,187832795.599784,4597200.,35669959.7203702,95796493.4167736 
 09/12  08:00:00,388550511.002574,388550511.002574,4597200.,96660690.5880898,204227663.759169 
 09/12  09:00:00,391734402.694167,391734402.694167,8980428.33673781,96660690.5880898,174055806.616312 
 09/12  10:00:00,411263047.348083,411263047.348083,17874202.6401854,96660690.5880898,167093070.352576 
 09/12  11:00:00,440839338.916636,440839338.916637,22745753.3646395,96660690.5880898,174055806.616312 
 09/12  12:00:00,453782261.808374,453782261.808374,23403333.9992253,96660690.5880898,177667514.306075 
 09/12  13:00:00,446775373.077671,446775373.077671,23334934.1687294,96660690.5880898,179858086.836092 
 09/12  14:00:00,438058188.336112,438058188.336112,17819506.0046645,96660690.5880898,167093070.352576 
 09/12  15:00:00,442389439.577069,442389439.577069,13275002.915251,96660690.5880898,167093070.352576 
 09/12  16:00:00,446128419.669984,446128419.669984,18028028.0278135,96660690.5880898,177537174.74818 
 09/12  17:00:00,307811048.143354,307811048.143354,13180033.1484259,53858838.3284596,140923939.573165 
 09/12  18:00:00,184321552.299314,184321552.299314,8771939.5267303,35117333.3587575,69106004.4057846 
 09/12  19:00:00,199183812.389679,199183812.389679,8743834.48643478,40954241.7640594,59822356.0541363 
 09/12  20:00:00,164848903.518266,164848903.518266,8716021.69671316,27302827.8427063,59822356.0541363 
 09/12  21:00:00,133732813.67409,133732813.67409,4597200.,27302827.8427063,55180531.8783121 
 09/12  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/12  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/12  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/13  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/13  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/13  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/13  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/13  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/13  06:00:00,97202013.8305284,97202013.8305284,4597200.,12968342.7984909,55180531.8783121 
 09/13  07:00:00,164645583.708005,164645583.708005,4597200.,32881112.4954157,95796493.4167736 
 09/13  08:00:00,356788389.274916,356788389.274916,4597200.,96886455.0601695,204227663.759169 
 09/13  09:00:00,344842579.516878,344842579.516878,8995293.16453301,96660690.5880898,174055806.616312 
 09/13  10:00:00,338130314.380638,338130314.380638,17872491.3349569,96660690.5880898,167093070.352576 
 09/13  11:00:00,337577557.215283,337577557.215283,18714390.5235411,96660690.5880898,174055806.616312 
 09/13  12:00:00,332746852.357733,332746852.357733,27548537.8433718,96660690.5880898,177667514.306075 
 09/13  13:00:00,352389804.964104,352389804.964104,23332061.6976654,96660690.5880898,179858086.836092 
 09/13  14:00:00,371835285.225392,371835285.225393,13398661.6153262,96660690.5880898,167093070.352576 
 09/13  15:00:00,382506540.211403,382506540.211403,17622873.1550377,96660690.5880898,167093070.352576 
 09/13  16:00:00,381335671.152101,381335671.152101,18055607.4155395,96773580.2291569,177537174.74818 
 09/13  17:00:00,287110955.610875,287110955.610875,13142898.4938072,54972247.6960924,140923939.573165 
 09/13  18:00:00,181275305.91609,181275305.91609,8771949.68379259,35496416.1971441,69106004.4057846 
 09/13  19:00:00,191664291.568409,191664291.568409,8718669.73257466,40954241.7640594,59822356.0541363 
 09/13  20:00:00,177275280.684534,177275280.684534,8716849.23630607,27302827.8427063,59822356.0541363 
 09/13  21:00:00,175037161.404915,175037161.404915,4597200.,27302827.8427063,55180531.8783121 
 09/13  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/13  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/13  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/14  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/14  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/14  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/14  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/14  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/14  06:00:00,97142166.0706303,97142166.0706303,4597200.,12968342.7984909,55180531.8783121 
 09/14  07:00:00,169432056.559706,169432056.559706,4597200.,32809004.5278299,95796493.4167736 
 09/14  08:00:00,370490652.716672,370490652.716672,4597200.,96660690.5880898,204227663.759169 
 09/14  09:00:00,376197473.783639,376197473.783639,8998540.66255208,96660690.5880898,174055806.616312 
 09/14  10:00:00,383121706.566181,383121706.566181,17875507.9390358,96660690.5880898,167093070.352576 
 09/14  11:00:00,407339665.592537,407339665.592537,18196126.64807,96660690.5880898,174055806.616312 
 09/14  12:00:00,409628594.642193,409628594.642193,27330655.8891067,96660690.5880898,177667514.306075 
 09/14  13:00:00,431806578.757607,431806578.757607,24166170.8430057,96660690.5880898,179858086.836092 
 09/14  14:00:00,438761041.058099,438761041.058099,13362048.2339577,96660690.5880898,167093070.352576 
 09/14  15:00:00,448148301.587965,448148301.587965,17624085.2611025,96660690.5880898,167093070.352576 
 09/14  16:00:00,451290451.068323,451290451.068323,18099882.0865298,96660690.5880898,177537174.74818 
 09/14  17:00:00,309719055.146651,309719055.146651,13153221.8035205,54269350.6231905,140923939.573165 
 09/14  18:00:00,197975813.739583,197975813.739583,8773683.71590418,37290889.2866721,69106004.4057846 
 09/14  19:00:00,215957605.694176,215957605.694176,8696829.74874584,40954241.7640594,59822356.0541363 
 09/14  20:00:00,201899802.728525,201899802.728525,8717763.72389156,27302827.8427063,59822356.0541363 
 09/14  21:00:00,196270422.205972,196270422.205972,4597200.,27302827.8427063,55180531.8783121 
 09/14  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/14  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/14  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/15  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/15  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/15  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/15  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/15  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/15  06:00:00,161893656.505469,161893656.505469,4597200.,13392005.4052828,55180531.8783121 
 09/15  07:00:00,212008979.415415,212008979.415415,4597200.,33952487.6054882,95796493.4167736 
 09/15  08:00:00,412527480.027275,412527480.027275,4597200.,96773572.8241296,204227663.759169 
 09/15  09:00:00,405501048.583391,405501048.583391,8999243.02949782,96660690.5880898,174055806.616312 
 09/15  10:00:00,437199268.109869,437199268.109869,17879844.6429018,96660690.5880898,167093070.352576 
 09/15  11:00:00,466762789.72952,466762789.72952,18200105.5397821,96660690.5880898,174055806.616312 
 09/15  12:00:00,458324004.346785,458324004.346785,26928451.9820246,96660690.5880898,177667514.306075 
 09/15  13:00:00,454494070.131232,454494070.131232,24575768.2826542,96660690.5880898,179858086.836092 
 09/15  14:00:00,432707358.3355,432707358.3355,13356852.1902185,96660690.5880898,167093070.352576 
 09/15  15:00:00,433470478.480123,433470478.480123,17626098.1976367,96660690.5880898,167093070.352576 
 09/15  16:00:00,455671989.229584,455671989.229584,18100759.8359258,96660690.5880898,177537174.74818 
 09/15  17:00:00,355298573.264188,355298573.264188,13157576.1462317,54538986.7380764,140923939.573165 
 09/15  18:00:00,259204963.232373,259204963.232373,8773338.19392003,38459163.9434994,69106004.4057846 
 09/15  19:00:00,269406390.689239,269406390.689239,8696667.45182403,40954241.7640594,59822356.0541363 
 09/15  20:00:00,248927511.494868,248927511.494868,8717898.71711871,27302827.8427063,59822356.0541363 
 09/15  21:00:00,239147899.598649,239147899.598649,4597200.,27302827.8427063,55180531.8783121 
 09/15  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/15  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/15  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/16  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  06:00:00,207230639.594816,207230639.594816,4597200.,13403499.677777,55180531.8783121 
 09/16  07:00:00,209047151.406282,209047151.406282,4597200.,11427265.4267755,73747828.5816088 
 09/16  08:00:00,244429952.335454,244429952.335454,4597200.,32308027.4907276,85222049.4632748 
 09/16  09:00:00,251421375.882867,251421375.882867,4597200.,32220230.1960299,93345241.7709671 
 09/16  10:00:00,249969179.603655,249969179.603655,4597200.,32220230.1960299,89863873.6390989 
 09/16  11:00:00,264278489.105483,264278489.105483,4597200.,32220230.1960299,97987065.9467912 
 09/16  12:00:00,224683577.745091,224683577.745091,8754631.23983697,16110115.098015,72652542.3166 
 09/16  13:00:00,210465111.015414,210465111.015414,8743167.11486312,16110115.098015,63368893.9649517 
 09/16  14:00:00,207979042.028065,207979042.028065,8694570.45811433,16110115.098015,57566613.7451715 
 09/16  15:00:00,209515053.7702,209515053.7702,4597200.,16110115.098015,52924789.5693473 
 09/16  16:00:00,213257831.63675,213257831.63675,8685254.75046791,16116386.7447409,54085245.6133033 
 09/16  17:00:00,197434950.660741,197434950.660741,4597200.,5420330.71554092,48348135.1724704 
 09/16  18:00:00,55910490.3379981,55910490.3379981,4597200.,6214756.55555366,41385398.9087341 
 09/16  19:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 09/16  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/16  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  06:00:00,63739820.459801,63739820.459801,4597200.,6753997.4446361,41385398.9087341 
 09/17  07:00:00,48531527.7220178,48531527.7220178,4597200.,6125143.59180615,41385398.9087341 
 09/17  08:00:00,48021842.4562627,48021842.4562627,4597200.,5615718.47281336,41385398.9087341 
 09/17  09:00:00,47853970.6424106,47853970.6424106,4597200.,5447958.08157225,41385398.9087341 
 09/17  10:00:00,47785590.1405316,47785590.1405316,4597200.,5379611.7747296,41385398.9087341 
 09/17  11:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 09/17  12:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 09/17  13:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 09/17  14:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 09/17  15:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 09/17  16:00:00,47778095.4801168,47778095.4801168,4597200.,5372128.91491363,41385398.9087341 
 09/17  17:00:00,47909826.142614,47909826.142614,4597200.,5503829.11638737,41385398.9087341 
 09/17  18:00:00,49125142.0139436,49125142.0139436,4597200.,7555770.2991714,33399901.5013581 
 09/17  19:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/17  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/18  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/18  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/18  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/18  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/18  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/18  06:00:00,160938369.449149,160938369.449149,4597200.,13473514.3336997,55180531.8783121 
 09/18  07:00:00,200672481.212585,200672481.212585,4597200.,35107245.3758506,95796493.4167736 
 09/18  08:00:00,382066543.967171,382066543.967171,4597200.,97922555.5173042,204227663.759169 
 09/18  09:00:00,355105477.088581,355105477.088581,4597200.,96660690.5880898,174055806.616312 
 09/18  10:00:00,352937755.590925,352937755.590925,4597200.,96660690.5880898,167093070.352576 
 09/18  11:00:00,369581670.192091,369581670.192091,13689500.2470232,96660690.5880898,174055806.616312 
 09/18  12:00:00,383093966.409995,383093966.409995,23442483.1331085,96660690.5880898,177667514.306075 
 09/18  13:00:00,400594934.026,400594934.026,23394778.56472,96660690.5880898,179858086.836092 
 09/18  14:00:00,379803389.308791,379803389.308791,17860788.2818756,96660690.5880898,167093070.352576 
 09/18  15:00:00,375689805.183632,375689805.183632,16591220.6695687,96660690.5880898,167093070.352576 
 09/18  16:00:00,391749652.515168,391749652.515168,19179084.035927,98176164.7294768,177537174.74818 
 09/18  17:00:00,291462514.345146,291462514.345146,13115087.2974507,57691222.0226577,140923939.573165 
 09/18  18:00:00,188338135.452692,188338135.452692,8770282.19663996,39861766.0825264,69106004.4057846 
 09/18  19:00:00,196107631.799298,196107631.799298,8694233.93764061,40954241.7640594,59822356.0541363 
 09/18  20:00:00,178529254.537066,178529254.537066,8718464.47200073,27302827.8427063,59822356.0541363 
 09/18  21:00:00,168920427.737214,168920427.737214,4597200.,27302827.8427063,55180531.8783121 
 09/18  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/18  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/18  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/19  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/19  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/19  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/19  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/19  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/19  06:00:00,97189222.1906992,97189222.1906992,4597200.,13015368.9094253,55180531.8783121 
 09/19  07:00:00,170562927.158104,170562927.158104,4597200.,32821546.998501,95796493.4167736 
 09/19  08:00:00,331099708.637416,331099708.637416,4597200.,96660690.5880898,204227663.759169 
 09/19  09:00:00,329731469.080309,329731469.080309,9000277.35799966,96660690.5880898,174055806.616312 
 09/19  10:00:00,349377438.775401,349377438.775401,17891044.7018879,96660690.5880898,167093070.352576 
 09/19  11:00:00,368308656.372223,368308656.372223,18214250.3164346,96660690.5880898,174055806.616312 
 09/19  12:00:00,370489281.376699,370489281.376699,27374576.5956732,96660690.5880898,177667514.306075 
 09/19  13:00:00,385472633.410728,385472633.410728,24182814.0106748,96660690.5880898,179858086.836092 
 09/19  14:00:00,369476684.1358,369476684.135801,13410946.7287829,96660690.5880898,167093070.352576 
 09/19  15:00:00,359003895.809198,359003895.809198,17635201.6304506,96660690.5880898,167093070.352576 
 09/19  16:00:00,357968405.082994,357968405.082994,18062674.5825154,97124226.3542369,177537174.74818 
 09/19  17:00:00,263871265.114885,263871265.114885,13172054.3296733,59622021.1963314,140923939.573165 
 09/19  18:00:00,158294226.612475,158294226.612475,8775304.50150929,40317101.3343815,69106004.4057846 
 09/19  19:00:00,152044049.988415,152044049.988415,8729274.84866707,40954241.7640594,59822356.0541363 
 09/19  20:00:00,130847345.036913,130847345.036913,8718476.71763631,27302827.8427063,59822356.0541363 
 09/19  21:00:00,127106609.794999,127106609.794999,4597200.,27302827.8427063,55180531.8783121 
 09/19  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/19  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/19  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/20  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/20  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/20  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/20  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/20  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/20  06:00:00,97600463.0685495,97600463.0685495,4597200.,13426488.2227653,55180531.8783121 
 09/20  07:00:00,171565998.987609,171565998.987609,4597200.,34041982.6815375,95796493.4167736 
 09/20  08:00:00,325670222.420428,325670222.420428,4597200.,97177654.659219,204227663.759169 
 09/20  09:00:00,292395405.216721,292395405.216721,8978809.7994897,96660690.5880898,174055806.616312 
 09/20  10:00:00,295191366.752971,295191366.752971,17892277.9148381,96660690.5880898,167093070.352576 
 09/20  11:00:00,295850486.609689,295850486.609689,22780132.9970409,96839007.9510994,174055806.616312 
 09/20  12:00:00,316192317.507765,316192317.507765,23501768.0057928,96660690.5880898,177667514.306075 
