Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/30  12:00:00,336994360.49562,336994360.495621,95133964.7664154,96660690.5880898,177667514.306075 
 03/30  13:00:00,300828643.029656,300828643.029656,92168348.7671765,96660690.5880898,179858086.836092 
 03/30  14:00:00,284948907.033038,284948907.033038,83210039.8113087,96660690.5880898,167093070.352576 
 03/30  15:00:00,286027785.419697,286027785.419697,93191358.0645179,96660690.5880898,167093070.352576 
 03/30  16:00:00,301008958.724404,301008958.724404,93090400.9042007,96660690.5880898,177537174.74818 
 03/30  17:00:00,273526602.807873,273526602.807873,79558065.8648177,53978809.0192181,140923939.573165 
 03/30  18:00:00,184187892.006711,184187892.006711,73594566.0109731,38720515.3842337,69106004.4057846 
 03/30  19:00:00,214420088.382359,214420088.382359,76775145.8111554,40954241.7640594,59822356.0541363 
 03/30  20:00:00,211343209.140949,211343209.140949,84919320.1572022,27302827.8427063,59822356.0541363 
 03/30  21:00:00,212901055.977727,212901055.977727,86785614.1078394,27302827.8427063,55180531.8783121 
 03/30  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/30  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/30  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/31  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/31  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/31  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/31  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/31  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/31  06:00:00,209030379.544576,209030379.544576,93992218.7281905,13651413.9213531,55180531.8783121 
 03/31  07:00:00,324735600.469453,324735600.469453,84582342.1542861,37847970.5328391,95796493.4167736 
 03/31  08:00:00,390551435.204024,390551435.204024,63942357.8734588,98154318.4636929,204227663.759169 
 03/31  09:00:00,330615224.57205,330615224.57205,65640882.9515472,96660690.5880898,174055806.616312 
 03/31  10:00:00,300350996.90055,300350996.90055,50476209.5567159,96660690.5880898,167093070.352576 
 03/31  11:00:00,295638223.918466,295638223.918466,34396747.3196148,96660690.5880898,174055806.616312 
 03/31  12:00:00,333476398.172804,333476398.172805,31148486.4168259,96660690.5880898,177667514.306075 
 03/31  13:00:00,300440356.508822,300440356.508822,35656639.5185814,96660690.5880898,179858086.836092 
 03/31  14:00:00,289310861.397639,289310861.397639,37506171.154346,96660690.5880898,167093070.352576 
 03/31  15:00:00,288214592.654685,288214592.654685,41752672.0076929,96660690.5880898,167093070.352576 
 03/31  16:00:00,309986782.513258,309986782.513258,58961898.2566292,97161856.2345926,177537174.74818 
 03/31  17:00:00,298970997.025164,298970997.025164,91509507.661568,55875246.7644877,140923939.573165 
 03/31  18:00:00,214400318.048511,214400318.048511,100764144.120451,40176032.2556506,69106004.4057846 
 03/31  19:00:00,236519788.345712,236519788.345712,103818088.929371,40954241.7640594,59822356.0541363 
 03/31  20:00:00,229630162.503573,229630162.503573,112279706.981037,27302827.8427063,59822356.0541363 
 03/31  21:00:00,230577495.91996,230577495.91996,112889244.685269,27302827.8427063,55180531.8783121 
 03/31  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/31  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/31  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 04/01  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  05:00:00,72993036.5561631,72993036.5561631,37541431.5540079,7915463.67251137,33399901.5013581 
 04/01  06:00:00,228085369.755412,228085369.755412,169941353.67873,12937913.7650777,55180531.8783121 
 04/01  07:00:00,259016913.851372,259016913.851372,151482277.93114,10841366.2138873,73747828.5816088 
 04/01  08:00:00,210713790.059838,210713790.059838,119448147.26816,32220230.1960299,85222049.4632748 
 04/01  09:00:00,183153030.655538,183153030.655538,92884574.9673853,32220230.1960299,93345241.7709671 
 04/01  10:00:00,162660562.844812,162660562.844812,68391690.3311736,32220230.1960299,89863873.6390989 
 04/01  11:00:00,165240545.076123,165240545.076123,66695991.0258009,32220230.1960299,97987065.9467912 
 04/01  12:00:00,147767192.412961,147767192.412961,63096864.5211899,16110115.098015,72652542.3166 
 04/01  13:00:00,155731933.458758,155731933.458758,63060143.9580484,16110115.098015,63368893.9649517 
 04/01  14:00:00,158654637.516863,158654637.516863,73817089.5031118,16110115.098015,57566613.7451715 
 04/01  15:00:00,169286017.410038,169286017.410038,101279736.316078,16187371.0590395,52924789.5693473 
 04/01  16:00:00,200788876.071154,200788876.071154,112023304.493504,16485845.7530467,54085245.6133033 
 04/01  17:00:00,68063983.5821162,68063983.5821162,117853666.654675,5573054.48478839,48348135.1724704 
 04/01  18:00:00,48633559.2867652,48633559.2867652,4597200.,6227299.02622476,41385398.9087341 
 04/01  19:00:00,71353643.0415058,71353643.0415058,4597200.,7915463.67251137,33399901.5013581 
 04/01  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/01  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  06:00:00,63706904.8117033,63706904.8117033,4597200.,6721081.79653838,41385398.9087341 
 04/02  07:00:00,48189762.9920091,48189762.9920091,4597200.,5783529.76796143,41385398.9087341 
 04/02  08:00:00,47994630.3107414,47994630.3107414,4597200.,5588522.8499752,41385398.9087341 
 04/02  09:00:00,47776005.889133,47776005.889133,4597200.,5370038.36600498,41385398.9087341 
 04/02  10:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 04/02  11:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 04/02  12:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 04/02  13:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 04/02  14:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 04/02  15:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 04/02  16:00:00,47852736.9092496,47852736.9092496,4597200.,5446748.10265345,41385398.9087341 
 04/02  17:00:00,48157113.2831008,48157113.2831008,4597200.,5751030.57734335,41385398.9087341 
 04/02  18:00:00,41969088.3356748,41969088.3356748,4597200.,7689168.79568095,33399901.5013581 
 04/02  19:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/02  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 04/03  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/03  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/03  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/03  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/03  05:00:00,131027712.619772,131027712.619772,82664676.0534016,15830927.3450227,44533202.0018108 
 04/03  06:00:00,338470539.082182,338470539.082182,161011637.303622,12883446.4117485,55180531.8783121 
 04/03  07:00:00,436086909.951484,436086909.951484,141352242.909938,32527245.4981028,95796493.4167736 
 04/03  08:00:00,459726981.097041,459726981.097041,126165370.361517,97468854.2582685,204227663.759169 
 04/03  09:00:00,386836724.807099,386836724.807099,106632369.150613,96660690.5880898,174055806.616312 
 04/03  10:00:00,352213459.545837,352213459.545837,104977634.054587,96660690.5880898,167093070.352576 
 04/03  11:00:00,343044663.948395,343044663.948395,108999793.886075,96660690.5880898,174055806.616312 
 04/03  12:00:00,381351244.475087,381351244.475087,103375461.146643,96660690.5880898,177667514.306075 
 04/03  13:00:00,327760755.420219,327760755.420219,90394655.569459,96660690.5880898,179858086.836092 
 04/03  14:00:00,289096893.382157,289096893.382157,81168980.5607151,96660690.5880898,167093070.352576 
 04/03  15:00:00,286522865.395267,286522865.395267,74111149.0234186,96660690.5880898,167093070.352576 
 04/03  16:00:00,298265241.921665,298265241.921665,72750892.4164602,96660690.5880898,177537174.74818 
 04/03  17:00:00,271536903.621989,271536903.621989,82224255.5885137,53763100.1273094,140923939.573165 
 04/03  18:00:00,183242555.756543,183242555.756543,90887596.6457089,34222697.6269571,69106004.4057846 
 04/03  19:00:00,229559607.926711,229559607.926711,95692577.305128,40954241.7640594,59822356.0541363 
 04/03  20:00:00,234886750.47322,234886750.47322,106980252.426117,27302827.8427063,59822356.0541363 
 04/03  21:00:00,240663099.575789,240663099.575789,112022342.859738,27302827.8427063,55180531.8783121 
 04/03  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 04/03  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 04/03  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 04/04  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/04  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/04  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/04  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/04  05:00:00,100205222.595101,100205222.595101,51761342.8139527,15830927.3450227,44533202.0018108 
 04/04  06:00:00,247049979.249739,247049979.249739,156148206.203735,12871952.1392543,55180531.8783121 
 04/04  07:00:00,348091510.656723,348091510.656723,143298602.484094,32527245.4981028,95796493.4167736 
 04/04  08:00:00,385733472.672864,385733472.672864,129837828.613965,96660690.5880898,204227663.759169 
 04/04  09:00:00,313348460.359628,313348460.359628,129912067.918672,96660690.5880898,174055806.616312 
 04/04  10:00:00,291781442.061879,291781442.061879,121246334.073379,96660690.5880898,167093070.352576 
 04/04  11:00:00,303133716.372375,303133716.372375,103662238.097583,96660690.5880898,174055806.616312 
 04/04  12:00:00,354634001.88833,354634001.88833,101169383.115419,96660690.5880898,177667514.306075 
 04/04  13:00:00,319709792.848491,319709792.848491,105624978.296593,96660690.5880898,179858086.836092 
 04/04  14:00:00,306069610.78387,306069610.78387,104355319.124482,96660690.5880898,167093070.352576 
 04/04  15:00:00,310932081.503044,310932081.503044,103975640.254219,96870649.2305159,167093070.352576 
 04/04  16:00:00,327976150.670185,327976150.670185,112626321.115568,98241592.4514192,177537174.74818 
 04/04  17:00:00,307962613.67335,307962613.67335,113492060.314274,55208423.6852399,140923939.573165 
 04/04  18:00:00,217150344.532533,217150344.532533,123551383.700151,36997407.5683652,69106004.4057846 
 04/04  19:00:00,241995254.781967,241995254.781967,122267331.593433,40954241.7640594,59822356.0541363 
 04/04  20:00:00,237271832.953326,237271832.953326,133894072.796383,27302827.8427063,59822356.0541363 
 04/04  21:00:00,235809228.160993,235809228.160993,129852982.189169,27302827.8427063,55180531.8783121 
 04/04  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 04/04  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 04/04  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 04/05  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/05  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/05  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/05  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/05  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 04/05  06:00:00,243193144.615912,243193144.615912,192057538.525217,12871952.1392543,55180531.8783121 
 04/05  07:00:00,339926865.872972,339926865.872972,169939999.010439,32502160.5567606,95796493.4167736 
 04/05  08:00:00,383145098.88495,383145098.88495,135981853.841873,96660690.5880898,204227663.759169 
 04/05  09:00:00,314564739.514967,314564739.514968,118298581.009364,96660690.5880898,174055806.616312 
 04/05  10:00:00,292137291.278325,292137291.278325,94815283.8364177,96660690.5880898,167093070.352576 
 04/05  11:00:00,297184052.458808,297184052.458808,84123864.3736672,96660690.5880898,174055806.616312 
 04/05  12:00:00,340440620.782532,340440620.782532,82983015.4824062,96660690.5880898,177667514.306075 
 04/05  13:00:00,300640615.727312,300640615.727312,68388174.3440083,96660690.5880898,179858086.836092 
 04/05  14:00:00,290698250.489027,290698250.489027,53714629.5714803,96660690.5880898,167093070.352576 
 04/05  15:00:00,295140893.065732,295140893.065732,51512799.0264516,96757759.5894487,167093070.352576 
 04/05  16:00:00,300652143.097357,300652143.097357,51154853.3494962,96660690.5880898,177537174.74818 
 04/05  17:00:00,279395107.440246,279395107.440246,59605371.5885456,54080009.4641289,140923939.573165 
 04/05  18:00:00,173823091.972957,173823091.972957,85507553.4194609,33849883.4514044,69106004.4057846 
 04/05  19:00:00,204974968.791098,204974968.791098,87576242.0936309,40813172.6853286,59822356.0541363 
 04/05  20:00:00,218116666.425352,218116666.425352,108425487.265547,27302827.8427063,59822356.0541363 
 04/05  21:00:00,224944539.461212,224944539.461212,115822245.39276,27302827.8427063,55180531.8783121 
 04/05  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 04/05  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 04/05  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 04/06  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/06  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/06  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/06  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 04/06  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 04/06  06:00:00,217518248.693598,217518248.693598,176591912.060884,12782125.9509372,55180531.8783121 
 04/06  07:00:00,308509096.194188,308509096.194188,149446750.833575,32387279.6520652,95796493.4167736 
 04/06  08:00:00,367319361.772027,367319361.772027,107472711.262952,96660690.5880898,204227663.759169 
 04/06  09:00:00,303881617.173994,303881617.173994,94982717.2168127,96660690.5880898,174055806.616312 
 04/06  10:00:00,287751004.036942,287751004.036942,84043399.1744286,96660690.5880898,167093070.352576 
 04/06  11:00:00,291863436.903731,291863436.903731,53012841.304482,96660690.5880898,174055806.616312 
 04/06  12:00:00,320081797.508913,320081797.508913,44138158.1431798,96660690.5880898,177667514.306075 
 04/06  13:00:00,298039515.744592,298039515.744592,35055455.3696299,96660690.5880898,179858086.836092 
 04/06  14:00:00,284395431.461353,284395431.461353,23736013.9720959,96660690.5880898,167093070.352576 
 04/06  15:00:00,284920438.930462,284920438.930462,17986648.5673036,96660690.5880898,167093070.352576 
